"user_id","order_id","trade_amt","symbol_id","country","language","device_create_date","imei_level_1_user_source","imei_level_2_user_source","imei_level_3_user_source","lifecycle_tag","dt","target","new_future"
"bg7841120103","bg1173837177876541444","5.195736","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg7841120103","bg1173688531524677636","5.216223","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg7841120103","bg1173235201010724874","5.05267","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-12","0","0"
"bg7841120103","bg1173672592708104192","5.208379","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg7841120103","bg1173783537912541186","5.2168","MATICUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg7841120103","bg1173526504768434177","5.287448","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-12","0","0"
"bg7841120103","bg1173717733099597829","10.78554","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg7841120103","bg1173832545330688005","5.195232","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg7841120103","bg1173498503536209924","5.28064","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-12","0","0"
"bg7841120103","bg1173526396811243520","5.28619","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-12","0","0"
"bg7841120103","bg1173526470723268612","5.281232","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-12","0","0"
"bg7841120103","bg1173908485096239111","5.262516","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg7841120103","bg1173469312023425024","5.09382","DOGEUSDT_UMCBL","马来西亚","en","2024-04-25","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-12","0","0"
"bg1111617799","bg1173625111907545089","171.879344","DOGEUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-13","1","1"
"bg1111617799","bg1173631571156676617","354.069408","DOGEUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-13","1","1"
"bg1111617799","bg1173625111907545089","171.879344","DOGEUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-13","1","1"
"bg1111617799","bg1173625111907545089","12.288141","DOGEUSDT_UMCBL","孟加拉国","en","2023-10-12","其他","add_mainnet","opbnb","3-成熟","2024-05-13","1","1"
"bg5224704519","bg1173631132189704198","183.7464","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","1"
"bg5224704519","bg1173826479037988866","187.8333","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","1"
"bg9714344414","bg1173751373233811478","83.22546","SOLUSDT_UMCBL","印度","en","2024-05-12","其他","unknown","unknown","1-导入","2024-05-13","1","0"
"bg9714344414","bg1173510773783818241","87.3384","SOLUSDT_UMCBL","印度","en","2024-05-12","其他","unknown","unknown","1-导入","2024-05-12","0","1"
"bg7542824052","bg1173511512232980483","489.2168","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173833576013787143","1193.5439","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173512633018118145","183.3732","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173314550758010880","1825.635","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173710295394840579","2161.4845","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173806968636862468","184.1268","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173508218181808153","2504.485","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173447619016028164","182.7894","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173510784126971906","489.3112","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173708495908401152","2522.5537","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173828255904067597","2068.6215","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173828197980729346","2944.7333","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173828801511714842","2074.1325","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173349364831776769","2132.683","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173834682978693127","188.8743","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173511906220732419","183.3618","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173798443256803329","183.5478","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173713104731271169","184.6485","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173729992081305601","184.0752","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173835491808276490","188.3835","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173845806046408712","1766.198","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173447546106441732","182.7285","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173512848441765889","183.3819","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173508568976617473","978.0672","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg7542824052","bg1173837273145962508","188.4495","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-13","1","0"
"bg7542824052","bg1173314550758010880","182.5638","BTCUSDT_UMCBL","香港","zh","2024-01-03","运营活动","ZKFair_warm","地址收集","3-成熟","2024-05-12","0","0"
"bg4028345140","bg1173921112061489158","188.8734","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","1"
"bg2822035032","bg1173468169918619656","173.2375","NEARUSDT_UMCBL","印度","en","2024-04-05","运营活动","GetDrop第2期-UXLINK","地址收集","3-成熟","2024-05-12","0","0"
"bg2822035032","bg1173567092054171658","161.22","MOVRUSDT_UMCBL","印度","en","2024-04-05","运营活动","GetDrop第2期-UXLINK","地址收集","3-成熟","2024-05-12","0","0"
"bg2822035032","bg1173559099929534467","592.24","BNBUSDT_UMCBL","印度","en","2024-04-05","运营活动","GetDrop第2期-UXLINK","地址收集","3-成熟","2024-05-12","0","0"
"bg2822035032","bg1173468256279339011","523.5336","BNBUSDT_UMCBL","印度","en","2024-04-05","运营活动","GetDrop第2期-UXLINK","地址收集","3-成熟","2024-05-12","0","0"
"bg2822035032","bg1173449292249702403","34.82","NEARUSDT_UMCBL","印度","en","2024-04-05","运营活动","GetDrop第2期-UXLINK","地址收集","3-成熟","2024-05-12","0","0"
"bg2822035032","bg1173468256279339011","64.7075","BNBUSDT_UMCBL","印度","en","2024-04-05","运营活动","GetDrop第2期-UXLINK","地址收集","3-成熟","2024-05-12","0","0"
"bg2822035032","bg1173559281626783816","162.83","MOVRUSDT_UMCBL","印度","en","2024-04-05","运营活动","GetDrop第2期-UXLINK","地址收集","3-成熟","2024-05-12","0","0"
"bg2822035032","bg1173567170630262784","592.37","BNBUSDT_UMCBL","印度","en","2024-04-05","运营活动","GetDrop第2期-UXLINK","地址收集","3-成熟","2024-05-12","0","0"
"bg3797592577","bg1173831630708654082","814.8205","BTCUSDT_UMCBL","法国","fr","2024-04-03","运营活动","第11期 - BWB积分持有者专属福利","地址收集","3-成熟","2024-05-13","1","0"
"bg1796918967","bg1173721685463568386","55.3083695","PEPEUSDT_UMCBL","印度尼西亚","id","2024-04-25","运营活动","第11期 - BWB积分持有者专属福利","地址收集","1-导入","2024-05-13","1","0"
"bg1796918967","bg1173354746304172033","42.6513076","PEPEUSDT_UMCBL","印度尼西亚","id","2024-04-25","运营活动","第11期 - BWB积分持有者专属福利","地址收集","1-导入","2024-05-12","0","1"
"bg1796918967","bg1173353655625748481","42.6736816","PEPEUSDT_UMCBL","印度尼西亚","id","2024-04-25","运营活动","第11期 - BWB积分持有者专属福利","地址收集","1-导入","2024-05-12","0","1"
"bg1796918967","bg1173575823471054850","56.0611","PEPEUSDT_UMCBL","印度尼西亚","id","2024-04-25","运营活动","第11期 - BWB积分持有者专属福利","地址收集","1-导入","2024-05-12","0","1"
"bg1796918967","bg1173572905414070274","88.5543032","PEPEUSDT_UMCBL","印度尼西亚","id","2024-04-25","运营活动","第11期 - BWB积分持有者专属福利","地址收集","1-导入","2024-05-12","0","1"
"bg5415507820","bg1173280396687331329","122.158","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-12","0","1"
"bg3481273468","bg1173901228371492865","113.81175","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg3481273468","bg1173795329543913483","138.24919","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg3481273468","bg1173902820239884289","113.85","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg3481273468","bg1173760515801497601","304.28183","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg3481273468","bg1173604045411729409","572.6904","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg3481273468","bg1173793052317859845","137.99629","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg3481273468","bg1173773352775073793","303.1862","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg3481273468","bg1173622826611654663","571.026","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg3481273468","bg1173834129569628160","147.99078","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg3481273468","bg1173834238088855557","147.882","XRPUSDT_UMCBL","孟加拉国","en","2024-05-07","运营活动","GetDrop第1期- APU","地址收集","1-导入","2024-05-13","1","1"
"bg8434742063","bg1173728761589964820","86.23989","WIFUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","0"
"bg8434742063","bg1173865855712927745","250.2784","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","0"
"bg5988954516","bg1173708185022377984","41.1715","RUNEUSDT_UMCBL","印度尼西亚","en","2024-04-13","运营活动","第9期 - Game of MEME (Swap)","地址收集","3-成熟","2024-05-13","1","0"
"bg5988954516","bg1173708185022377984","8.603","RUNEUSDT_UMCBL","印度尼西亚","en","2024-04-13","运营活动","第9期 - Game of MEME (Swap)","地址收集","3-成熟","2024-05-13","1","0"
"bg5955011944","bg1173907040766668813","100.01609776","FLOKIUSDT_UMCBL","俄罗斯联邦","ru","2024-03-03","运营活动","4EVERLAND (Scroll)","地址收集","1-导入","2024-05-13","1","0"
"bg3763209800","bg1172950638527127559","121.93349","PEPEUSDT_UMCBL","孟加拉国","en","2024-05-11","其他","unknown","unknown","1-导入","2024-05-13","1","0"
"bg5231873836","bg1173772678986162178","82.99698","SOLUSDT_UMCBL","印度","en","2024-05-12","其他","unknown","unknown","1-导入","2024-05-13","1","0"
"bg5231873836","bg1173508202751811585","87.03732","SOLUSDT_UMCBL","印度","en","2024-05-12","其他","unknown","unknown","1-导入","2024-05-12","0","1"
"bg3334009028","bg1173826488449531906","187.8144","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","1"
"bg3334009028","bg1173630451537575940","183.7902","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","1"
"bg5417041984","bg1173863626356461597","250.1064","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","0"
"bg6813765150","bg1173826934316625922","187.8843","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","0"
"bg6813765150","bg1173555833711783937","183.8067","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-12","0","1"
"bg1869029643","bg1173507563371270145","87.01086","SOLUSDT_UMCBL","印度","en","2024-05-12","其他","unknown","unknown","1-导入","2024-05-12","0","1"
"bg1869029643","bg1173772733486108677","82.9302","SOLUSDT_UMCBL","印度","en","2024-05-12","其他","unknown","unknown","1-导入","2024-05-13","1","0"
"bg4367118587","bg1173838691500670978","188.3703","BTCUSDT_UMCBL","印度尼西亚","id","2024-01-27","运营活动","BitgetSwap","地址收集","1-导入","2024-05-13","1","0"
"bg4367118587","bg1173223205742166018","183.7044","BTCUSDT_UMCBL","印度尼西亚","id","2024-01-27","运营活动","BitgetSwap","地址收集","1-导入","2024-05-12","0","0"
"bg4867635288","bg1173718310172893192","614.532","BTCUSDT_UMCBL","日本","ja","2024-04-06","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg4867635288","bg1173718253243604993","614.6","BTCUSDT_UMCBL","日本","ja","2024-04-06","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg4867635288","bg1173779166826995712","1827.579","BTCUSDT_UMCBL","日本","ja","2024-04-06","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg4867635288","bg1173718224688783364","614.7","BTCUSDT_UMCBL","日本","ja","2024-04-06","运营活动","GetDrop第1期- Social Media","地址收集","3-成熟","2024-05-13","1","0"
"bg8134815839","bg1173825384471814144","184.88","JOEUSDT_UMCBL","加拿大","en","2023-06-11","其他","add_mainnet","zks","3-成熟","2024-05-13","1","0"
"bg8134815839","bg1173825384471814144","46.22","JOEUSDT_UMCBL","加拿大","en","2023-06-11","其他","add_mainnet","zks","3-成熟","2024-05-13","1","0"
"bg5225279289","bg1173737993110458368","71.66967","WIFUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","0"
"bg9827328924","bg1173869099441303553","250.4944","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","1"
"bg9827328924","bg1173827067612082223","187.9305","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","1"
"bg9827328924","bg1173629779300167684","183.8373","BTCUSDT_UMCBL","孟加拉国","en","2023-12-23","邀请","invite_code","2wzuZP","3-成熟","2024-05-13","1","1"
"bg9045377588","bg1173652365924519936","51.52575","XRPUSDT_UMCBL","null","null","null","null","null","null","null","2024-05-13","1","0"
"bg4744550486","bg1173709895199518720","88.28864","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173710998255333379","78.25896","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173705549133017089","4.50459","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173627150255419410","559.2236","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173710998255333379","10.0332","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173705549133017089","64.08832","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173705549133017089","2.00264","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173705549133017089","7.5096","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173709406189809664","39.17394","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173705549133017089","164.6645","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173710373031407616","88.3784","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173719350049927171","78.08112","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173722427238805506","263.08656","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173719358023299087","88.09152","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173719350049927171","10.0104","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173709406189809664","98.43904","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173709406189809664","105.97264","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173627150255419410","15.50651","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg4744550486","bg1173616402930233345","576.92439","XRPUSDT_UMCBL","孟加拉国","en","2024-05-09","其他","unknown","unknown","1-导入","2024-05-13","1","1"
"bg1518178817","bg1173769302210363393","651.86979","SOLUSDT_UMCBL","老挝","zh","2023-07-15","其他","unknown","unknown","3-成熟","2024-05-13","1","0"
"bg1518178817","bg1173267634393825281","1039.25682","SOLUSDT_UMCBL","老挝","zh","2023-07-15","其他","unknown","unknown","3-成熟","2024-05-12","0","0"
"bg1518178817","bg1173272558959706112","526.9266","SOLUSDT_UMCBL","老挝","zh","2023-07-15","其他","unknown","unknown","3-成熟","2024-05-12","0","0"
"bg1518178817","bg1173267634393825281","219.5613","SOLUSDT_UMCBL","老挝","zh","2023-07-15","其他","unknown","unknown","3-成熟","2024-05-12","0","0"
"bg1518178817","bg1173272558959706112","292.737","SOLUSDT_UMCBL","老挝","zh","2023-07-15","其他","unknown","unknown","3-成熟","2024-05-12","0","0"
