"imei","source","package","os","language_group","language","country_group","country","first_token_trade_coin_pair","first_token_trade_chain_pair","first_nft_trade_token_title","first_connect_dapp","first_otc_fiat_code","airdrop_name","invite_code","red_packet_code","amt_usd","red_packet_amount","total_trade","version","red_packet_coin","red_packet_name","main_token_hold_usdt","future_total_trade","lately_login_ip","wallet_type","level_1_user_source","level_2_user_source","level_3_user_source","target","device_create_date"
"046edf9ac1ef16f56269746b656570190626e0c72c02c7","unknown","com.bitkeep.chrome","chrome","main","en","南亚","印度尼西亚","null","null","null","null","null","null","null","null","0","0","0","2.9.0","null","null","0","0","140.213.43.248","0","其他","unknown","unknown","0","2024-05-12"
"0479108b90211111","unknown","com.bitkeep.wallet","android","not_main","fr","其他国家","阿尔及利亚","null","null","null","www.smartcontracts.tools","null","null","null","null","0","0","0","8.15.0","null","null","0","0","105.235.138.151","0","其他","unknown","unknown","0","2024-05-12"
"04d9d03d7ee2552b6269746b6565702a566c2da1760aea","unknown","com.bitkeep.chrome","chrome","not_main","ja","东亚","日本","null","null","null","null","null","null","null","null","2417.967496","0","0","2.9.0","null","null","0","0","133.32.233.181","1","其他","unknown","unknown","0","2024-05-12"
"04e8cd1054ef4477","googleadwords_int","com.bitkeep.wallet","android","main","zh","中国","瑞典","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","23.225.41.42","0","广告投放","advertising","googleadwords_int","1","2024-05-13"
"05198a88f8bb8299","unknown","com.bitkeep.wallet","android","main","zh","中国","马来西亚","null","null","null","share.bwb.site","null","BitgetSwap","null","null","0","0","0","8.15.0","null","null","0","0","115.164.95.30","0","运营活动","GetDrop第1期- Social Media","地址收集","0","2024-05-12"
"0519d7783783bf25","unknown","com.bitkeep.wallet","android","not_main","ru","其他国家","乌克兰","eth-usdt","arbitrum-arbitrum","null","null","null","第11期 - BWB积分持有者专属福利","null","null","1.4638858207","0","113.344734","8.15.0","null","null","1.4638858207","0","134.249.136.145","0","运营活动","第11期 - BWB积分持有者专属福利","地址收集","0","2024-05-12"
"05278c0d98630356","unknown","com.bitkeep.wallet","android","not_main","de","其他国家","奥地利","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","46.207.203.150","4","其他","unknown","unknown","0","2024-05-12"
"0547e59f6354653b","unknown","com.bitkeep.w5","android","main","zh","中国","中国","null","null","null","null","null","第11期 - BWB积分持有者专属福利","null","null","0","0","0","8.14.1","null","null","0","0","223.81.116.60","4","运营活动","第11期 - BWB积分持有者专属福利","地址收集","1","2024-05-13"
"0575a1d75ac99520","unknown","com.bitkeep.wallet","android","main","en","中国","中国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","223.123.107.56","4","其他","unknown","unknown","0","2024-05-12"
"05e75dde8be65ed2","unknown","com.bitkeep.wallet","android","main","en","南亚","孟加拉国","null","null","null","null","null","第11期 - BWB积分持有者专属福利","null","null","0.0054248776","0","0","8.15.0","null","null","0","0","27.147.206.228","0","运营活动","第11期 - BWB积分持有者专属福利","地址收集","1","2024-05-13"
"060c4dc6e9d8bd57","unknown","com.bitkeep.wallet","android","not_main","ru","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","113.30.251.63","4","其他","unknown","unknown","1","2024-05-13"
"06199c278146650c","unknown","com.bitkeep.wallet","android","not_main","fr","其他国家","科特迪瓦","null","null","null","null","null","null","null","null","0","0","0","8.14.1","null","null","0","0","102.212.188.3","0","其他","unknown","unknown","1","2024-05-13"
"061da80c6510b36a","unknown","com.bitkeep.wallet","android","not_main","id","南亚","印度尼西亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","114.125.92.129","0","其他","unknown","unknown","0","2024-05-12"
"063c85c997c46fbf","asset_page","com.bitkeep.wallet","android","not_main","ar","其他国家","也门","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","185.80.143.89","0","其他","unknown","unknown","1","2024-05-13"
"06648de907e78713","unknown","com.bitkeep.wallet","android","main","en","南亚","印度","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","103.158.120.16","0","其他","unknown","unknown","0","2024-05-12"
"066f10ec6a1b99ea","unknown","com.bitkeep.wallet","android","main","en","其他国家","尼日利亚","null","null","null","null","null","第11期 - BWB积分持有者专属福利","null","null","0","0","0","8.15.0","null","null","0","0","105.112.236.243","4","运营活动","第11期 - BWB积分持有者专属福利","地址收集","1","2024-05-13"
"068bccb1108a2c47","unknown","com.bitkeep.wallet","android","main","en","其他国家","尼日利亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","102.91.92.122","0","其他","unknown","unknown","0","2024-05-12"
"06b2f44197112b7e6269746b6565703da28e7c52ee442f","unknown","com.bitkeep.chrome","chrome","not_main","ja","东亚","日本","null","null","null","null","null","null","null","null","15.423790265","0","0","2.9.0","null","null","15.423790265","0","14.8.5.192","0","其他","unknown","unknown","0","2024-05-12"
"06d246a5d9b003588e27cf5a7f7898ca","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.151.17","0","其他","unknown","unknown","0","2024-05-12"
"06d5e026232ff94cb7416b4fe358bfd0","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.151.58","0","其他","unknown","unknown","0","2024-05-12"
"06e430c100e4c594","unknown","com.bitkeep.app","android","main","zh","中国","中国","null","null","null","null","null","null","null","null","1474.2277630054","0","0","8.15.0","null","null","1474.2277630054","0","222.138.137.217","0","邀请","channel package","invite2","1","2024-05-13"
"06f172199eb4dad3","unknown","com.bitkeep.wallet","android","not_main","fr","其他国家","尼日尔","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","102.220.25.122","0","其他","unknown","unknown","0","2024-05-12"
"07154cdc7592277088fc2791216bbbcb","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.209.194","0","其他","unknown","unknown","0","2024-05-12"
"072ecead3fd0d09f","unknown","com.bitkeep.wallet","android","main","en","南亚","印度","null","null","null","null","null","null","null","null","0.197942","0","0","8.15.0","null","null","0","0","223.176.118.196","0","其他","add_mainnet","suinet","1","2024-05-13"
"0733b3e1e419c62e","unknown","com.bitkeep.wallet","android","main","en","其他国家","尼日利亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","102.91.70.141","0","其他","unknown","unknown","0","2024-05-12"
"0735fe8924ec5a62","unknown","com.bitkeep.wallet","android","main","en","东亚","韩国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","223.38.10.167","0","其他","unknown","unknown","0","2024-05-12"
"073d58784ab9197e","unknown","com.bitkeep.wallet","android","not_main","ru","欧美","俄罗斯联邦","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","185.3.32.252","4","其他","unknown","unknown","0","2024-05-12"
"074e1d1de7e5d817","unknown","com.bitkeep.wallet","android","main","en","其他国家","尼泊尔","null","null","null","claims.eigenfoundation.org","null","第11期 - BWB积分持有者专属福利","null","null","0","0","0","8.15.0","null","null","0","0","103.190.41.91","4","运营活动","第11期 - BWB积分持有者专属福利","地址收集","0","2024-05-12"
"075253e887ac33a8","unknown","com.bitkeep.wallet","android","main","en","南亚","巴基斯坦","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","103.26.83.31","0","其他","unknown","unknown","0","2024-05-12"
"07822048cb6f0607","unknown","com.bitkeep.w5","android","main","en","南亚","巴基斯坦","null","null","null","null","null","第10期 - BWB空投末班车","null","null","0","0","0","8.15.0","null","null","0","0","39.58.148.150","0","运营活动","第10期 - BWB空投末班车","地址收集","0","2024-05-12"
"078feaba6ef7e0bd","unknown","com.bitkeep.w5","android","main","zh","中国","中国","null","null","null","null","null","null","null","null","0","0","0","8.14.1","null","null","0","0","183.167.13.205","0","其他","unknown","unknown","1","2024-05-13"
"07bd43400e7b17dd","unknown","com.bitkeep.wallet","android","not_main","es_la","其他国家","智利","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","138.84.41.91","0","其他","unknown","unknown","1","2024-05-13"
"07bfbdaac3ea2138","unknown","com.bitkeep.wallet","android","main","en","南亚","孟加拉国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","103.107.161.68","0","其他","unknown","unknown","1","2024-05-13"
"0809430fa8b13725da30b4c6f3080888","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.209.110","0","其他","unknown","unknown","0","2024-05-12"
"0810ac46a4dfdd7050cd30dc1f66c5c6","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.209.243","0","其他","unknown","unknown","0","2024-05-12"
"0823414fc099f4116269746b656570571eca64237741ca","unknown","com.bitkeep.chrome","chrome","main","en","南亚","孟加拉国","null","null","null","null","null","null","null","null","0.7853572591","0","0","2.9.0","null","null","0.7853572591","0","103.114.21.95","0","其他","unknown","unknown","1","2024-05-13"
"08714119f5c51748","unknown","com.bitkeep.wallet","android","not_main","th","欧美","德国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","141.98.18.49","0","其他","unknown","unknown","0","2024-05-12"
"088caafa7408a7d0","unknown","com.bitkeep.wallet","android","main","en","东亚","新加坡","null","null","null","www.smartcontracts.tools","null","null","null","null","0","0","0","8.15.0","null","null","0","0","192.46.231.57","0","其他","unknown","unknown","1","2024-05-13"
"089719fde5c4ffa1","unknown","com.bitkeep.wallet","android","main","zh","中国","中国","null","null","null","null","null","null","null","null","0","0","0","7.1.6","null","null","0","0","116.136.192.251","0","其他","unknown","unknown","0","2024-05-12"
"08ceba49fac3f395307188f6a88dd778","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.208.120","0","其他","unknown","unknown","0","2024-05-12"
"08eff25c3bdf4458","unknown","com.bitkeep.wallet","android","main","en","其他国家","尼日利亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","197.210.71.121","4","其他","unknown","unknown","1","2024-05-13"
"090d2bb28fc53552","unknown","com.bitkeep.wallet","android","main","en","其他国家","肯尼亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","197.183.224.41","0","其他","unknown","unknown","1","2024-05-13"
"0947186f0303c545","unknown","com.bitkeep.wallet","android","not_main","fa","欧美","德国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","52.57.129.75","0","其他","unknown","unknown","0","2024-05-12"
"096b29ee94512d4739bf92b72aee6790","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.215.183","0","其他","unknown","unknown","0","2024-05-12"
"097c869dd4a5748a","asset_page","com.bitkeep.wallet","android","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","74.90.248.145","4","其他","unknown","unknown","0","2024-05-12"
"09815c57e28741528df8a72c7b36f9f2","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.208.223","0","其他","unknown","unknown","0","2024-05-12"
"099e1b1266ecd97c8f6b36671f3206c9","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.208.132","0","其他","unknown","unknown","1","2024-05-13"
"09a294b2742d5a5e","unknown","com.bitkeep.wallet","android","main","en","欧美","英国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","86.148.227.200","0","其他","unknown","unknown","1","2024-05-13"
"09c1768d4fad34f6","unknown","com.bitkeep.wallet","android","main","en","南亚","印度","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","152.59.164.153","0","其他","unknown","unknown","1","2024-05-13"
"09f12434f5e88d75","unknown","com.bitkeep.wallet","android","not_main","de","欧美","德国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","87.161.6.194","0","其他","unknown","unknown","0","2024-05-12"
"09fa06075150e2fc","unknown","com.bitkeep.wallet","android","not_main","fr","其他国家","法属波利尼西亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","64.140.148.21","0","其他","unknown","unknown","1","2024-05-13"
"09fdb24e8f77812e","unknown","com.bitkeep.wallet","android","not_main","id","南亚","印度尼西亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","182.2.165.149","0","其他","unknown","unknown","1","2024-05-13"
"0a08863c42a980bc","unknown","com.bitkeep.wallet","android","not_main","it","其他国家","意大利","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","5.90.102.242","4","其他","unknown","unknown","0","2024-05-12"
"0ad73aa5804484b0","unknown","com.bitkeep.wallet","android","not_main","ru","欧美","俄罗斯联邦","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","213.234.251.73","4","其他","unknown","unknown","1","2024-05-13"
"0b5f628814648dcb","unknown","com.bitkeep.wallet","android","not_main","th","其他国家","泰国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","182.53.171.118","0","其他","unknown","unknown","0","2024-05-12"
"0b8ba9d152de4da3f7860aecd55ddff2","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.208.109","0","其他","unknown","unknown","0","2024-05-12"
"0ba55d079ae30113","unknown","com.bitkeep.wallet","android","main","en","其他国家","尼日利亚","null","null","null","null","null","null","null","null","0","0","0","8.14.1","null","null","0","0","102.90.66.48","0","其他","unknown","unknown","0","2024-05-12"
"0ba80856ac808266214969a2be1eed36","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.215.58","0","其他","unknown","unknown","0","2024-05-12"
"0bc4e6e63c579874","unknown","com.bitkeep.app","android","main","zh","中国","中国","null","null","null","meta-force.space","null","null","null","null","6.4225904185","0","0","8.15.0","null","null","6.4225904185","0","110.167.7.57","0","邀请","channel package","invite","1","2024-05-13"
"0bcfeae54e6a7e7e","unknown","com.bitkeep.wallet","android","main","en","南亚","印度尼西亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","114.5.16.130","4","其他","unknown","unknown","0","2024-05-12"
"0c0cab9db10682a9579c26eac5f5fd6d","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.209.177","0","其他","unknown","unknown","0","2024-05-12"
"0c333878084a3305","unknown","com.bitkeep.wallet","android","not_main","id","南亚","印度尼西亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","103.208.207.180","0","其他","unknown","unknown","0","2024-05-12"
"0c47ca85845e42b8","unknown","com.bitkeep.wallet","android","not_main","vi","南亚","越南","usdt-bnb","bnb-bnb","null","null","null","null","null","null","0.0000234799","0","372.0933967","8.15.0","null","null","0.0000234799","0","14.191.11.94","4","其他","unknown","unknown","0","2024-05-12"
"0c561399c025cfd5","unknown","com.bitkeep.wallet","android","main","en","南亚","孟加拉国","null","null","null","null","null","GetDrop第1期- CATGPT","null","null","0","0","0","8.15.0","null","null","0","0","103.92.153.10","0","运营活动","GetDrop第1期- CATGPT","地址收集","1","2024-05-13"
"0c56e608ff2007c7","unknown","com.bitkeep.wallet","android","main","en","南亚","孟加拉国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","103.178.239.61","0","其他","unknown","unknown","0","2024-05-12"
"0cc976eadacba153","unknown","com.bitkeep.app","android","main","zh","中国","中国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","117.33.170.59","0","邀请","channel package","invite2","0","2024-05-12"
"0ccc9d4c34f0b840","unknown","com.bitkeep.wallet","android","main","en","南亚","越南","eth-usdc","base-base","null","null","null","null","null","null","476.5258830644","0","466.894042","8.15.0","null","null","476.5258830644","0","14.231.157.36","0","其他","add_mainnet","base","1","2024-05-13"
"0cd4a0f6a354204e1f5ce4cfc1081136","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.208.86","0","其他","unknown","unknown","1","2024-05-13"
"0cd8fae49ddee484","unknown","com.bitkeep.wallet","android","not_main","id","南亚","印度尼西亚","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","114.122.203.144","0","其他","unknown","unknown","0","2024-05-12"
"0d12ef41bfe7259d","unknown","com.bitkeep.wallet","android","main","en","南亚","孟加拉国","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","202.86.216.117","0","其他","unknown","unknown","1","2024-05-13"
"0d1d70951be756acf6c990a4cc266fc0","unknown","com.bitkeep.chrome","chrome","main","en","欧美","美国","null","null","null","null","null","null","null","null","0","0","0","1.4.2","null","null","0","0","161.123.208.166","0","其他","unknown","unknown","1","2024-05-13"
"0d559c0a61ab4cfc","unknown","com.bitkeep.wallet","android","main","en","中国","中国","null","null","null","www.smartcontracts.tools","null","null","null","null","0","0","0","8.15.0","null","null","0","0","223.123.90.29","0","其他","unknown","unknown","1","2024-05-13"
"0d7ab416f9475726","unknown","com.bitkeep.wallet","android","main","en","南亚","印度","null","null","null","null","null","null","null","null","0","0","0","8.15.0","null","null","0","0","49.42.84.245","4","其他","unknown","unknown","1","2024-05-13"
"0d7eab6301892c0e","unknown","com.bitkeep.wallet","android","not_main","id","南亚","印度尼西亚","null","null","null","claims.eigenfoundation.org","null","Bitget Swap","null","null","0","0","0","8.15.0","null","null","0","0","114.10.10.145","4","运营活动","Bitget Swap","地址收集","0","2024-05-12"
"0db98e0c80830af9","unknown","com.bitkeep.app","android","main","zh","中国","中国","null","null","null","null","null","null","null","null","2.7076331564","0","0","8.13.0","null","null","0","0","171.34.209.122","0","其他","unknown","unknown","1","2024-05-13"
